"[0, 0, 0, 1, 0, 1, 0]","[[8.93822052, 8.72763968, 8.4920688, ]]","[[0.00000000e+00, 4.68669804e+01, 0.00000000e+00, 6.10623990e-01]
, [1.32884735e+01, 5.24074325e+00, 4.71420197e-03, 7.25169440e-04]
, [7.37550652e+00, 1.36246182e+00, 6.73708573e-04, 1.91115539e-05]]"
"[0, 0, 0, 1, 0, 1, 1]","[[8.93452636, 8.6710237, 8.47427528]]","[[0.00000000e+00, 4.24033251e+01, 0.00000000e+00, 4.73835322e-01]
, [1.26135788e+01, 5.54938335e+00, 4.91603852e-03, 8.92402697e-04]
, [6.59223852e+00, 1.30405783e+00, 3.90506482e-04, 1.42860338e-05]]"
"[0, 0, 0, 1, 1, 0, 0]","[[8.93761419, 8.71754521, 8.58858575]]","[[0.00000000e+00, 3.66396223e+01, 0.00000000e+00, 3.65687439e-01]
, [1.41815187e+01, 6.32097506e+00, 6.27802123e-03, 1.19660338e-03]
, [8.49811505e+00, 1.76956571e+00, 7.53019701e-04, 2.72034636e-05]]"
"[0, 0, 0, 1, 1, 0, 1]","[[8.94023686, 8.70022176, 8.48082164]]","[[0.00000000e+00, 3.57750566e+01, 0.00000000e+00, 3.50949959e-01]
, [1.31804964e+01, 4.40813508e+00, 4.95662485e-03, 5.06290747e-04]
, [7.80269322e+00, 1.74269641e+00, 6.33237405e-04, 2.93817140e-05]]"
"[0, 0, 0, 1, 1, 1, 0]","[[8.94007412, 8.69486358, 8.49987348]]","[[0.00000000e+00, 3.55574458e+01, 0.00000000e+00, 3.40059508e-01]
, [1.35016891e+01, 5.29123077e+00, 5.42635348e-03, 7.87581111e-04]
, [8.13703832e+00, 1.67337383e+00, 9.66824146e-04, 2.98949546e-05]]"
"[0, 0, 0, 1, 1, 1, 1]","[[8.943997, 8.78752933, 8.45049703]]","[[0.00000000e+00, 4.00896219e+01, 0.00000000e+00, 4.59648928e-01]
, [1.45080898e+01, 5.83671423e+00, 5.86906077e-03, 9.15003559e-04]
, [7.84467850e+00, 1.55936082e+00, 6.78033214e-04, 2.36921788e-05]]"
"[0, 0, 1, 0, 0, 0, 0]","[[8.93413847, 8.69445655, 8.36329438]]","[[0.00000000e+00, 2.91076428e+01, 0.00000000e+00, 2.19851764e-01]
, [1.34900773e+01, 3.71998624e+00, 5.93586645e-03, 3.96354746e-04]
, [6.55848993e+00, 1.28599720e+00, 4.85835425e-04, 1.58142519e-05]]"
"[0, 0, 1, 0, 0, 0, 1]","[[8.93873329, 8.73958696, 8.39849531]]","[[0.00000000e+00, 2.94544106e+01, 0.00000000e+00, 2.29804778e-01]
, [1.30822594e+01, 3.84952385e+00, 4.88212008e-03, 3.60056276e-04]
, [6.56367919e+00, 1.37721069e+00, 4.62777945e-04, 1.63356735e-05]]"
"[0, 0, 1, 0, 0, 1, 0]","[[8.93795588, 8.6505543, 8.39218891]]","[[0.00000000e+00, 3.82227958e+01, 0.00000000e+00, 3.92575776e-01]
, [1.27738179e+01, 3.88409205e+00, 5.45286562e-03, 4.04694141e-04]
, [6.95299707e+00, 2.31261369e+00, 6.31449698e-04, 5.89451102e-05]]"
"[0, 0, 1, 0, 0, 1, 1]","[[8.94299252, 8.75879666, 8.48184791]]","[[0.00000000e+00, 4.24299127e+01, 0.00000000e+00, 4.89977182e-01]
, [1.33910542e+01, 4.12019771e+00, 4.40745010e-03, 3.88876978e-04]
, [7.68481147e+00, 2.03508608e+00, 6.97703001e-04, 4.34773645e-05]]"
"[0, 0, 1, 0, 1, 0, 0]","[[8.93595576, 8.67895573, 8.45330055]]","[[0.00000000e+00, 4.12339140e+01, 0.00000000e+00, 4.56712417e-01]
, [1.30243133e+01, 5.25892410e+00, 4.88835493e-03, 7.52153104e-04]
, [7.17755630e+00, 1.70768808e+00, 6.32893649e-04, 2.72837825e-05]]"
"[0, 0, 1, 0, 1, 0, 1]","[[8.94102626, 8.72446254, 8.46078624]]","[[0.00000000e+00, 4.08870922e+01, 0.00000000e+00, 4.54703409e-01]
, [1.34467564e+01, 5.65168939e+00, 5.08838795e-03, 8.56745205e-04]
, [7.02690111e+00, 1.77286068e+00, 4.74176333e-04, 2.78698008e-05]]"
"[0, 0, 1, 0, 1, 1, 0]","[[8.93825818, 8.67825113, 8.35740646]]","[[0.00000000e+00, 3.67671318e+01, 0.00000000e+00, 3.59611183e-01]
, [1.32717201e+01, 3.94696237e+00, 5.29595290e-03, 4.56883412e-04]
, [6.56496999e+00, 1.27828062e+00, 4.96687855e-04, 1.65463704e-05]]"
"[0, 0, 1, 0, 1, 1, 1]","[[8.94012299, 8.71814779, 8.3695932, ]]","[[0.00000000e+00, 3.32571006e+01, 0.00000000e+00, 3.10065246e-01]
, [1.45970038e+01, 6.56641445e+00, 6.90900421e-03, 1.28876183e-03]
, [6.96934280e+00, 1.49087423e+00, 5.51634093e-04, 2.14661596e-05]]"
"[0, 0, 1, 1, 0, 0, 0]","[[8.93440937, 8.62626341, 8.3833636, ]]","[[0.00000000e+00, 3.68305304e+01, 0.00000000e+00, 3.58565369e-01]
, [1.25656677e+01, 3.73557425e+00, 4.94195329e-03, 4.14508092e-04]
, [7.43759817e+00, 1.49818115e+00, 7.15065212e-04, 2.79372503e-05]]"
"[0, 0, 1, 1, 0, 0, 1]","[[8.93706764, 8.83741577, 8.47605873]]","[[0.00000000e+00, 3.50288592e+01, 0.00000000e+00, 3.30324380e-01]
, [1.38889279e+01, 3.69925021e+00, 4.49172295e-03, 2.69098402e-04]
, [7.30183931e+00, 1.08110072e+00, 5.31145653e-04, 1.03776630e-05]]"
"[0, 0, 1, 1, 0, 1, 0]","[[8.93928622, 8.7315229, 8.45345372]]","[[0.00000000e+00, 4.14129377e+01, 0.00000000e+00, 4.74548530e-01]
, [1.36867754e+01, 5.29910366e+00, 5.13174609e-03, 7.38928681e-04]
, [7.64191223e+00, 1.66400849e+00, 7.25511412e-04, 3.18178729e-05]]"
"[0, 0, 1, 1, 0, 1, 1]","[[8.93893322, 8.62643746, 8.39611608]]","[[0.00000000e+00, 3.48715387e+01, 0.00000000e+00, 3.19468849e-01]
, [1.28845760e+01, 3.49708907e+00, 5.61615654e-03, 4.03348666e-04]
, [7.07988829e+00, 2.00174332e+00, 5.94645794e-04, 4.05134835e-05]]"
"[0, 0, 1, 1, 1, 0, 0]","[[8.93717914, 8.53841368, 8.3460102, ]]","[[0.00000000e+00, 3.77034210e+01, 0.00000000e+00, 3.76749628e-01]
, [1.22912626e+01, 3.89000487e+00, 5.50299835e-03, 5.06637077e-04]
, [7.06638152e+00, 1.48851300e+00, 6.18272469e-04, 2.49864959e-05]]"
"[0, 0, 1, 1, 1, 0, 1]","[[8.93678425, 8.64906086, 8.33509253]]","[[0.00000000e+00, 4.11722213e+01, 0.00000000e+00, 4.63150981e-01]
, [1.22700658e+01, 4.82171218e+00, 4.33886065e-03, 6.14971376e-04]
, [6.91149770e+00, 1.60525613e+00, 6.25202505e-04, 2.85993751e-05]]"
"[0, 0, 1, 1, 1, 1, 0]","[[8.93955833, 8.68590221, 8.24522428]]","[[0.00000000e+00, 3.45024730e+01, 0.00000000e+00, 3.17174304e-01]
, [1.29752658e+01, 4.79170704e+00, 4.89385078e-03, 6.07616658e-04]
, [6.30802187e+00, 1.68057428e+00, 5.29630603e-04, 3.25657640e-05]]"
"[0, 0, 1, 1, 1, 1, 1]","[[8.94299844, 8.7075254, 8.40112269]]","[[0.00000000e+00, 2.80729073e+01, 0.00000000e+00, 2.12968520e-01]
, [1.34661727e+01, 3.66399703e+00, 5.16970463e-03, 3.29535400e-04]
, [7.22968552e+00, 1.62732291e+00, 7.42513123e-04, 3.11470507e-05]]"
"[0, 0, 2, 0, 0, 0, 0]","[[8.93818534, 8.59600384, 8.30171411]]","[[0.00000000e+00, 3.66180579e+01, 0.00000000e+00, 3.51914110e-01]
, [1.28810615e+01, 5.40231286e+00, 5.41550273e-03, 9.38506589e-04]
, [6.53365924e+00, 1.67522260e+00, 5.34015277e-04, 3.46530221e-05]]"
"[0, 0, 2, 0, 0, 0, 1]","[[8.93782826, 8.66367922, 8.32611139]]","[[0.00000000e+00, 3.05126245e+01, 0.00000000e+00, 2.44340131e-01]
, [1.25544966e+01, 5.29814044e+00, 4.73781760e-03, 7.63777636e-04]
, [6.06765971e+00, 1.22918032e+00, 3.87766035e-04, 1.40981054e-05]]"
"[0, 0, 2, 0, 0, 1, 0]","[[8.9392283, 8.66405102, 8.34406853]]","[[0.00000000e+00, 4.24709650e+01, 0.00000000e+00, 4.92032016e-01]
, [1.27935920e+01, 4.21921794e+00, 4.90104503e-03, 4.86815068e-04]
, [6.77269552e+00, 1.87096896e+00, 5.01403501e-04, 3.53020983e-05]]"
"[0, 0, 2, 0, 0, 1, 1]","[[8.93846512, 8.66446594, 8.34657737]]","[[0.00000000e+00, 3.76081887e+01, 0.00000000e+00, 3.75144707e-01]
, [1.29286808e+01, 4.40968853e+00, 4.78556393e-03, 4.89390175e-04]
, [6.11523665e+00, 1.29689894e+00, 4.21191277e-04, 1.65987794e-05]]"
"[0, 0, 2, 0, 1, 0, 0]","[[8.93689152, 8.63869402, 8.34697318]]","[[0.00000000e+00, 4.41655205e+01, 0.00000000e+00, 5.31302628e-01]
, [1.32041748e+01, 4.36983868e+00, 6.00508184e-03, 5.79642883e-04]
, [6.76879422e+00, 1.47274752e+00, 6.09606070e-04, 2.18597781e-05]]"
"[0, 0, 2, 0, 1, 0, 1]","[[8.93993478, 8.67497283, 8.44142196]]","[[0.00000000e+00, 3.71087965e+01, 0.00000000e+00, 3.78233694e-01]
, [1.35084931e+01, 3.82441508e+00, 5.75714257e-03, 3.95389282e-04]
, [7.53607960e+00, 1.42876882e+00, 6.67262071e-04, 1.92487783e-05]]"
"[0, 0, 2, 0, 1, 1, 0]","[[8.94109577, 8.64532604, 8.51518774]]","[[0.00000000e+00, 2.44096843e+01, 0.00000000e+00, 1.51567807e-01]
, [1.36260908e+01, 5.82402227e+00, 6.57015572e-03, 1.13030166e-03]
, [8.02940597e+00, 1.41134767e+00, 7.58801132e-04, 1.97739249e-05]]"
"[0, 0, 2, 0, 1, 1, 1]","[[8.94030113, 8.64338071, 8.26595124]]","[[0.00000000e+00, 3.32405705e+01, 0.00000000e+00, 2.90859516e-01]
, [1.29594853e+01, 4.12437333e+00, 5.78941193e-03, 4.93071031e-04]
, [6.45491406e+00, 1.54271925e+00, 5.34331774e-04, 2.89130613e-05]]"
"[0, 0, 2, 1, 0, 0, 0]","[[8.93924102, 8.63365736, 8.29222756]]","[[0.00000000e+00, 3.54979594e+01, 0.00000000e+00, 3.34990750e-01]
, [1.31824822e+01, 4.02436276e+00, 5.62926986e-03, 4.69216885e-04]
, [6.42930261e+00, 1.51468331e+00, 5.36176008e-04, 2.47814002e-05]]"
"[0, 0, 2, 1, 0, 0, 1]","[[8.93746983, 8.69223061, 8.32795021]]","[[0.00000000e+00, 5.20384101e+01, 0.00000000e+00, 7.53974698e-01]
, [1.26273270e+01, 5.07620298e+00, 4.50719707e-03, 6.79530523e-04]
, [6.48524814e+00, 1.65177392e+00, 6.53513975e-04, 3.11728848e-05]]"
"[0, 0, 2, 1, 0, 1, 0]","[[8.94162339, 8.71205613, 8.43132262]]","[[0.00000000e+00, 3.56746226e+01, 0.00000000e+00, 3.34758895e-01]
, [1.32806701e+01, 4.97103441e+00, 5.07724455e-03, 6.73756673e-04]
, [7.27729292e+00, 1.67482420e+00, 5.76191446e-04, 2.57642034e-05]]"
"[0, 0, 2, 1, 0, 1, 1]","[[8.93396263, 8.57760368, 8.32740863]]","[[0.00000000e+00, 3.58102746e+01, 0.00000000e+00, 3.36933079e-01]
, [1.30431572e+01, 5.27514107e+00, 6.44987946e-03, 9.22066769e-04]
, [6.57599370e+00, 1.83107103e+00, 4.89908402e-04, 3.45774760e-05]]"
"[0, 0, 2, 1, 1, 0, 0]","[[8.94182267, 8.73017489, 8.53755977]]","[[0.00000000e+00, 3.42645736e+01, 0.00000000e+00, 3.09973709e-01]
, [1.34534714e+01, 3.46838166e+00, 5.08597747e-03, 3.02185104e-04]
, [7.30039894e+00, 1.53379207e+00, 4.68895300e-04, 1.88865806e-05]]"
"[0, 0, 2, 1, 1, 0, 1]","[[8.93849235, 8.69607074, 8.46845795]]","[[0.00000000e+00, 3.63733072e+01, 0.00000000e+00, 3.48776347e-01]
, [1.31633028e+01, 3.30659761e+00, 5.43908521e-03, 2.95549910e-04]
, [7.64821948e+00, 1.83725217e+00, 6.97711904e-04, 3.72528191e-05]]"
"[0, 0, 2, 1, 1, 1, 0]","[[8.93818306, 8.63275876, 8.28559312]]","[[0.00000000e+00, 3.47183182e+01, 0.00000000e+00, 3.20227640e-01]
, [1.23780052e+01, 5.05175920e+00, 4.21205140e-03, 6.81592260e-04]
, [6.31666454e+00, 2.05525334e+00, 4.29564141e-04, 4.66946339e-05]]"
"[0, 0, 2, 1, 1, 1, 1]","[[8.93890611, 8.74851329, 8.49392862]]","[[0.00000000e+00, 3.21026989e+01, 0.00000000e+00, 2.76640556e-01]
, [1.40189894e+01, 4.09457414e+00, 5.58950230e-03, 4.43369517e-04]
, [7.57824931e+00, 1.16864091e+00, 5.45481997e-04, 1.18945623e-05]]"
"[0, 1, 0, 0, 0, 0, 0]","[[8.93899679, 8.66334901, 8.37063195]]","[[0.00000000e+00, 3.48231512e+01, 0.00000000e+00, 3.27338198e-01]
, [1.37055213e+01, 5.35296497e+00, 5.96995790e-03, 8.77873424e-04]
, [6.93909983e+00, 1.82536701e+00, 5.67658390e-04, 3.90640763e-05]]"
"[0, 1, 0, 0, 0, 0, 1]","[[8.94036429, 8.7038744, 8.37428863]]","[[0.00000000e+00, 3.93533697e+01, 0.00000000e+00, 4.20906242e-01]
, [1.30484248e+01, 4.57702005e+00, 5.00814221e-03, 5.72924731e-04]
, [6.60659621e+00, 1.69879419e+00, 4.45661830e-04, 2.66838712e-05]]"
"[0, 1, 0, 0, 0, 1, 0]","[[8.938586, 8.66560844, 8.26839671]]","[[0.00000000e+00, 4.08356663e+01, 0.00000000e+00, 4.29148330e-01]
, [1.21001613e+01, 3.77792109e+00, 4.00056373e-03, 3.55209347e-04]
, [5.95653052e+00, 1.28905903e+00, 4.27571272e-04, 1.74021569e-05]]"
"[0, 1, 0, 0, 0, 1, 1]","[[8.93618765, 8.68185622, 8.47317027]]","[[0.00000000e+00, 3.17814383e+01, 0.00000000e+00, 2.63688927e-01]
, [1.24649964e+01, 4.72226007e+00, 4.17148223e-03, 5.91354596e-04]
, [7.22759338e+00, 1.29348677e+00, 5.62315604e-04, 1.58718043e-05]]"
"[0, 1, 0, 0, 1, 0, 0]","[[8.93853266, 8.61472866, 8.3523667, ]]","[[0.00000000e+00, 3.20381650e+01, 0.00000000e+00, 2.69140972e-01]
, [1.31151432e+01, 4.22010541e+00, 5.73480475e-03, 5.60741441e-04]
, [6.59027144e+00, 2.01294350e+00, 5.64326485e-04, 4.37345091e-05]]"
"[0, 1, 0, 0, 1, 0, 1]","[[8.93949743, 8.62941055, 8.34041549]]","[[0.00000000e+00, 3.56931462e+01, 0.00000000e+00, 3.43109339e-01]
, [1.29293056e+01, 5.34873246e+00, 5.37699703e-03, 8.77107803e-04]
, [7.17137226e+00, 2.03383266e+00, 7.14105758e-04, 4.88754131e-05]]"
"[0, 1, 0, 0, 1, 1, 0]","[[8.9393856, 8.71983984, 8.17822147]]","[[0.00000000e+00, 4.67477021e+01, 0.00000000e+00, 6.04416794e-01]
, [1.24641723e+01, 5.76979349e+00, 3.92446058e-03, 8.15196495e-04]
, [5.39072627e+00, 1.88011377e+00, 3.16827489e-04, 4.13479526e-05]]"
"[0, 1, 0, 0, 1, 1, 1]","[[8.9388264, 8.59937936, 8.43035846]]","[[0.00000000e+00, 4.20154163e+01, 0.00000000e+00, 4.76977128e-01]
, [1.29320243e+01, 4.15497675e+00, 6.27344882e-03, 5.53697831e-04]
, [7.87222005e+00, 1.28553750e+00, 7.35736079e-04, 1.68717693e-05]]"
"[0, 1, 0, 1, 0, 0, 0]","[[8.93911315, 8.70161612, 8.42839, ]]","[[0.00000000e+00, 3.90996959e+01, 0.00000000e+00, 4.03157356e-01]
, [1.34150804e+01, 4.34458337e+00, 5.18082902e-03, 5.00118687e-04]
, [7.13038460e+00, 1.48253994e+00, 5.41356024e-04, 2.15813642e-05]]"
"[0, 1, 0, 1, 0, 0, 1]","[[8.93935919, 8.67716101, 8.30528667]]","[[0.00000000e+00, 3.46923530e+01, 0.00000000e+00, 3.17477666e-01]
, [1.28328362e+01, 3.52700221e+00, 4.67502841e-03, 3.33260887e-04]
, [6.66833396e+00, 1.30183514e+00, 6.02611232e-04, 1.92313056e-05]]"
"[0, 1, 0, 1, 0, 1, 0]","[[8.93946149, 8.65212547, 8.37001036]]","[[0.00000000e+00, 3.36712492e+01, 0.00000000e+00, 3.03670409e-01]
, [1.29802944e+01, 3.75115877e+00, 5.40527318e-03, 4.04354146e-04]
, [7.33246427e+00, 1.29927747e+00, 6.29191648e-04, 1.79329664e-05]]"
"[0, 1, 0, 1, 0, 1, 1]","[[8.93778194, 8.69399683, 8.4228007, ]]","[[0.00000000e+00, 3.77340633e+01, 0.00000000e+00, 3.78245796e-01]
, [1.31973064e+01, 4.30651273e+00, 5.30178302e-03, 4.93730949e-04]
, [7.14251339e+00, 1.54475900e+00, 5.92877434e-04, 2.26808172e-05]]"
"[0, 1, 0, 1, 1, 0, 0]","[[8.94075649, 8.67997574, 8.52329537]]","[[0.00000000e+00, 3.98493515e+01, 0.00000000e+00, 4.34470987e-01]
, [1.33926515e+01, 4.89893033e+00, 5.67203512e-03, 6.58442209e-04]
, [8.14374321e+00, 1.68728471e+00, 7.91182012e-04, 3.15532711e-05]]"
"[0, 1, 0, 1, 1, 0, 1]","[[8.93590739, 8.65398898, 8.42007382]]","[[0.00000000e+00, 4.15067615e+01, 0.00000000e+00, 4.62478243e-01]
, [1.30373842e+01, 4.07461903e+00, 5.40713731e-03, 4.78331199e-04]
, [7.56408664e+00, 1.48743411e+00, 7.13757297e-04, 2.27571085e-05]]"
"[0, 1, 0, 1, 1, 1, 0]","[[8.93707917, 8.70896766, 8.33152008]]","[[0.00000000e+00, 4.32949497e+01, 0.00000000e+00, 5.08860230e-01]
, [1.36157717e+01, 6.14973795e+00, 5.59662284e-03, 1.04624487e-03]
, [6.86147850e+00, 1.62029377e+00, 6.15040326e-04, 3.00424985e-05]]"
"[0, 1, 0, 1, 1, 1, 1]","[[8.93720238, 8.68195072, 8.30805188]]","[[0.00000000e+00, 3.64436242e+01, 0.00000000e+00, 3.50557367e-01]
, [1.31349101e+01, 5.32613327e+00, 4.77089838e-03, 7.85423448e-04]
, [6.69205913e+00, 1.55993416e+00, 7.17049211e-04, 3.01618573e-05]]"
"[0, 1, 1, 0, 0, 0, 0]","[[8.94054013, 8.72880752, 8.31355796]]","[[0.00000000e+00, 4.03088731e+01, 0.00000000e+00, 4.37484776e-01]
, [1.31546983e+01, 4.74431325e+00, 4.39988362e-03, 5.91052447e-04]
, [6.59758181e+00, 1.35722794e+00, 5.67031663e-04, 2.08607089e-05]]"
"[0, 1, 1, 0, 0, 0, 1]","[[8.93750122, 8.59068741, 8.26612247]]","[[0.00000000e+00, 4.22499039e+01, 0.00000000e+00, 4.71938249e-01]
, [1.23536160e+01, 4.06062049e+00, 5.34409097e-03, 4.76213528e-04]
, [6.10780289e+00, 1.54682521e+00, 4.47996963e-04, 2.67234566e-05]]"
"[0, 1, 1, 0, 0, 1, 0]","[[8.93796233, 8.67925343, 8.23986877]]","[[0.00000000e+00, 3.66287393e+01, 0.00000000e+00, 3.60281457e-01]
, [1.32458628e+01, 5.14625682e+00, 5.60661356e-03, 7.67237665e-04]
, [5.94287968e+00, 1.26755528e+00, 4.59530374e-04, 1.93636987e-05]]"
"[0, 1, 1, 0, 0, 1, 1]","[[8.9402985, 8.79592374, 8.40445777]]","[[0.00000000e+00, 3.76090755e+01, 0.00000000e+00, 3.93962145e-01]
, [1.39060780e+01, 4.25771565e+00, 4.60075157e-03, 3.99975678e-04]
, [6.70707039e+00, 1.74782867e+00, 4.36433835e-04, 2.91454753e-05]]"
"[0, 1, 1, 0, 1, 0, 0]","[[8.94111626, 8.66587001, 8.34776448]]","[[0.00000000e+00, 3.49146069e+01, 0.00000000e+00, 3.20295736e-01]
, [1.26825605e+01, 4.72540031e+00, 4.79915315e-03, 6.36865309e-04]
, [7.08021463e+00, 1.35537997e+00, 6.57824841e-04, 2.09805937e-05]]"
"[0, 1, 1, 0, 1, 0, 1]","[[8.93679858, 8.60757225, 8.21123793]]","[[0.00000000e+00, 3.54201263e+01, 0.00000000e+00, 3.28206083e-01]
, [1.28774809e+01, 4.94015170e+00, 5.48789235e-03, 7.07399726e-04]
, [6.37831837e+00, 1.90566000e+00, 5.48779926e-04, 4.61076757e-05]]"
"[0, 1, 1, 0, 1, 1, 0]","[[8.93973485, 8.57418272, 8.38633612]]","[[0.00000000e+00, 3.94337161e+01, 0.00000000e+00, 4.02577729e-01]
, [1.24709529e+01, 4.42882137e+00, 4.94694548e-03, 5.84070511e-04]
, [6.69335709e+00, 1.76767357e+00, 4.74718173e-04, 2.99152960e-05]]"
"[0, 1, 1, 0, 1, 1, 1]","[[8.93891664, 8.69829034, 8.26136867]]","[[0.00000000e+00, 3.65721979e+01, 0.00000000e+00, 3.56707006e-01]
, [1.25830998e+01, 6.17633172e+00, 4.18888239e-03, 1.06514161e-03]
, [6.59968918e+00, 1.71038396e+00, 7.38477050e-04, 3.83771254e-05]]"
"[0, 1, 1, 1, 0, 0, 0]","[[8.94084885, 8.61779097, 8.32727578]]","[[0.00000000e+00, 4.12591714e+01, 0.00000000e+00, 4.57803030e-01]
, [1.25113584e+01, 5.54354199e+00, 4.70899172e-03, 8.93873407e-04]
, [6.93018551e+00, 1.67518343e+00, 6.20796714e-04, 3.21203799e-05]]"
"[0, 1, 1, 1, 0, 0, 1]","[[8.93807157, 8.66098518, 8.33802228]]","[[0.00000000e+00, 3.79250830e+01, 0.00000000e+00, 3.78609055e-01]
, [1.32569077e+01, 3.40023632e+00, 5.42421103e-03, 3.18090191e-04]
, [7.04781788e+00, 1.64934810e+00, 6.36769196e-04, 3.08581522e-05]]"
"[0, 1, 1, 1, 0, 1, 0]","[[8.93894288, 8.73033248, 8.42704295]]","[[0.00000000e+00, 3.87971654e+01, 0.00000000e+00, 4.10457473e-01]
, [1.35375537e+01, 3.85702275e+00, 5.26473584e-03, 3.86649737e-04]
, [7.44336043e+00, 1.73830315e+00, 7.03890151e-04, 3.19031024e-05]]"
"[0, 1, 1, 1, 0, 1, 1]","[[8.93665507, 8.6815349, 8.34306029]]","[[0.00000000e+00, 3.61760983e+01, 0.00000000e+00, 3.36208740e-01]
, [1.23471409e+01, 3.57060074e+00, 4.20504341e-03, 3.26235896e-04]
, [6.40609083e+00, 1.44440722e+00, 4.61149563e-04, 2.16556846e-05]]"
"[0, 1, 1, 1, 1, 0, 0]","[[8.94165515, 8.61328342, 8.3612093, ]]","[[0.00000000e+00, 3.52950207e+01, 0.00000000e+00, 3.39325453e-01]
, [1.35598583e+01, 3.59798071e+00, 6.92409627e-03, 4.12075622e-04]
, [7.55414242e+00, 1.59019800e+00, 8.17562128e-04, 3.17186827e-05]]"
"[0, 1, 1, 1, 1, 0, 1]","[[8.94068094, 8.72869504, 8.47263578]]","[[0.00000000e+00, 3.70742364e+01, 0.00000000e+00, 3.81089372e-01]
, [1.36920079e+01, 4.79554589e+00, 5.61860702e-03, 6.59053138e-04]
, [7.97573464e+00, 1.46960639e+00, 7.72023315e-04, 2.38536701e-05]]"
"[0, 1, 1, 1, 1, 1, 0]","[[8.93793937, 8.70029394, 8.48026705]]","[[0.00000000e+00, 3.52331362e+01, 0.00000000e+00, 3.25638218e-01]
, [1.32065163e+01, 4.62076418e+00, 4.90119180e-03, 6.02562695e-04]
, [7.98296429e+00, 1.67299459e+00, 7.69818065e-04, 2.98849543e-05]]"
